deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : -0.0833212, +1mili value : 0
deriv1 : 0, val : -0.0833212, +1mili value : 0
deriv1 : 0, val : -0.094213, +1mili value : 0
deriv1 : -0.0635329, val : -0.0918102, +1mili value : -0.0546038
deriv1 : -0.0635329, val : -0.0918102, +1mili value : -0.0630643
deriv1 : 0.00720016, val : -0.0963101, +1mili value : 0.00685763
deriv1 : 0, val : -0.0963101, +1mili value : 0
deriv1 : 0, val : -0.0927931, +1mili value : 0.00240738
deriv1 : 0.00159601, val : -0.0906651, +1mili value : 0.00158428
deriv1 : -0.207229, val : -0.0718412, +1mili value : -0.202278
deriv1 : 0, val : -0.0718412, +1mili value : 0
deriv1 : 0, val : -0.073164, +1mili value : 0
deriv1 : 0, val : -0.073164, +1mili value : 0
deriv1 : 0, val : -0.073164, +1mili value : 0
deriv1 : 0.0873762, val : -0.073164, +1mili value : 0.0845969
deriv1 : -0.0470265, val : -0.0754255, +1mili value : -0.0459029
deriv1 : -0.157317, val : -0.0754255, +1mili value : -0.142487
deriv1 : -0.104876, val : -0.0754255, +1mili value : -0.0998878
deriv1 : -0.104876, val : -0.0754255, +1mili value : -0.0998878
deriv1 : -0.104876, val : -0.0754255, +1mili value : -0.0998878
deriv1 : 0, val : -0.073164, +1mili value : 0
deriv1 : 0, val : -0.073164, +1mili value : 0.074317
deriv1 : 0, val : -0.0517392, +1mili value : 0
deriv1 : 0, val : -0.073164, +1mili value : 0
deriv1 : 0, val : -0.0514488, +1mili value : 0
deriv1 : 0, val : -0.0865159, +1mili value : 0
deriv1 : 0, val : -0.0865159, +1mili value : 0
deriv1 : 0, val : -0.0865159, +1mili value : 0
deriv1 : 0, val : -0.0865159, +1mili value : 0
deriv1 : 0.0640897, val : -0.073164, +1mili value : 0.062051
deriv1 : 0, val : -0.073164, +1mili value : 0
deriv1 : 0, val : -0.0930666, +1mili value : 0
deriv1 : 0.0146475, val : -0.073164, +1mili value : 0.0142976
deriv1 : 0, val : -0.0930666, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0.0448182, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0.122829, +1mili value : 0
deriv1 : 0, val : 0.122829, +1mili value : 0
deriv1 : 0, val : 0.122829, +1mili value : 0
deriv1 : 0, val : 0.122829, +1mili value : 0
deriv1 : -0.989625, val : 0, +1mili value : -0.958147
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0.0429997, +1mili value : 0
deriv1 : 0, val : 0.0429997, +1mili value : 0
deriv1 : 0, val : 0.0429997, +1mili value : 0
deriv1 : 0, val : 0.0429997, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : 1, +1mili value : 0
deriv1 : 0, val : -41.7291, +1mili value : 0
deriv1 : 0, val : -58.6819, +1mili value : 28.7018
deriv1 : 0, val : -33.3104, +1mili value : 0
deriv1 : 0, val : 17.2267, +1mili value : 0
deriv1 : 0, val : 17.2267, +1mili value : 0
deriv1 : 0, val : -15.3939, +1mili value : 0
deriv1 : 0, val : -15.3939, +1mili value : 0
deriv1 : 0, val : -15.3939, +1mili value : 0
deriv1 : 0, val : -15.3939, +1mili value : 0
deriv1 : 0, val : 17.2267, +1mili value : 0
deriv1 : 0, val : 17.2267, +1mili value : 0
deriv1 : 0, val : 17.2267, +1mili value : 0
deriv1 : 0, val : 10.1412, +1mili value : 0
deriv1 : 74.5263, val : -12.9151, +1mili value : 73.3374
deriv1 : -37.2966, val : -61.6512, +1mili value : -35.5225
deriv1 : 74.5263, val : -12.9151, +1mili value : 73.3374
deriv1 : -54.0521, val : -11.6342, +1mili value : -53.1899
deriv1 : 0, val : -11.6342, +1mili value : 0
deriv1 : 0, val : -11.6342, +1mili value : 0
deriv1 : 0, val : -11.6342, +1mili value : 0
deriv1 : 0, val : 19.1674, +1mili value : 0
deriv1 : 0, val : -3.37216, +1mili value : 0
deriv1 : 0.684696, val : -50.6082, +1mili value : 0.620173
deriv1 : 0, val : -50.6082, +1mili value : 0
deriv1 : -191.341, val : -14.9981, +1mili value : -164.449
deriv1 : -191.341, val : -14.9981, +1mili value : -189.93
deriv1 : -1.10801, val : -14.3056, +1mili value : -1.0553
deriv1 : 0, val : -14.3056, +1mili value : 0
deriv1 : 0, val : -69.9598, +1mili value : 6.2216
deriv1 : -138.92, val : 19.1674, +1mili value : -135.601
deriv1 : 0, val : 19.1674, +1mili value : 0
deriv1 : 0, val : 17.2267, +1mili value : 0
deriv1 : 0, val : 17.2267, +1mili value : 0
deriv1 : 0, val : 17.2267, +1mili value : 0
deriv1 : 568.525, val : 17.2267, +1mili value : 550.442
deriv1 : -91.6958, val : -37.1383, +1mili value : -89.5049
deriv1 : -143.063, val : -37.1383, +1mili value : -129.576
deriv1 : -95.3739, val : -37.1383, +1mili value : -90.8371
deriv1 : -95.3739, val : -37.1383, +1mili value : -90.8371
deriv1 : -95.3739, val : -37.1383, +1mili value : -90.8371
deriv1 : 0, val : 17.2267, +1mili value : 0
deriv1 : 0, val : 17.2267, +1mili value : 0
deriv1 : 0, val : -11.3928, +1mili value : 0
deriv1 : 0, val : 17.2267, +1mili value : 0
deriv1 : 0, val : 17.2267, +1mili value : 0
deriv1 : 0, val : 17.2267, +1mili value : 0
deriv1 : 124.894, val : 17.2267, +1mili value : 121.91
deriv1 : 0, val : -0.0522653, +1mili value : 0
deriv1 : 0, val : -0.0522653, +1mili value : 0
deriv1 : 0, val : -0.0633231, +1mili value : 2.7223e-005
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0.0269279, val : -0.0510412, +1mili value : 0.0266488
deriv1 : 0.00014852, val : -0.0483537, +1mili value : 0.000141535
deriv1 : 0, val : -0.0483517, +1mili value : -6.45826e-005
deriv1 : 0, val : -0.05172, +1mili value : 0
deriv1 : 0, val : -0.0239366, +1mili value : 0
deriv1 : 0, val : -0.0239366, +1mili value : 0
deriv1 : 0, val : -0.0239366, +1mili value : 0
deriv1 : 0, val : -0.0577106, +1mili value : 0
deriv1 : 0, val : -0.0577106, +1mili value : -0.0449087
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0709992, +1mili value : 0
deriv1 : 0, val : -0.0709992, +1mili value : 0
deriv1 : 0, val : -0.0709992, +1mili value : 0.000127758
deriv1 : 0.0049963, val : -0.0704565, +1mili value : 0.00498985
deriv1 : 0.00599283, val : -0.0624362, +1mili value : 0.00589736
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0.268693, val : -0.0172104, +1mili value : 0.255912
deriv1 : 0, val : -0.0322766, +1mili value : 0
deriv1 : 0, val : -0.0322766, +1mili value : 0
deriv1 : 0, val : -0.0322766, +1mili value : 0
deriv1 : 0, val : -0.0322766, +1mili value : 0
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0658111, +1mili value : 0
deriv1 : 0, val : -0.0658111, +1mili value : 0
deriv1 : 0, val : -0.0658111, +1mili value : 0
deriv1 : 0, val : -0.0658111, +1mili value : 0
deriv1 : 0.00869898, val : -0.0621865, +1mili value : 0.00853257
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0658111, +1mili value : 0
deriv1 : 0, val : -0.0658111, +1mili value : 0
deriv1 : 0, val : -0.0658111, +1mili value : 0
deriv1 : 0, val : -0.0658111, +1mili value : 0
deriv1 : 0.00869898, val : -0.0621865, +1mili value : 0.00853257
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0447629, +1mili value : 0
deriv1 : 0, val : -0.0447629, +1mili value : 0
deriv1 : 0, val : -0.0447629, +1mili value : 0
deriv1 : 0.116896, val : -0.000926925, +1mili value : 0.11466
deriv1 : 0, val : -0.0579734, +1mili value : 0
deriv1 : 0, val : -0.0579734, +1mili value : 0
deriv1 : 0, val : -0.0579734, +1mili value : 0
deriv1 : 0, val : -0.0579734, +1mili value : 0
deriv1 : -0.00777798, val : -0.0616169, +1mili value : -0.00770344
deriv1 : 0, val : -0.0616169, +1mili value : -0.000122282
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0.00663516, val : 0.0526086, +1mili value : 0.00655572
deriv1 : 0, val : -0.0737635, +1mili value : 0.0979501
deriv1 : -0.150385, val : -0.0621865, +1mili value : -0.146792
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0455798, +1mili value : 0
deriv1 : 0, val : -0.0540901, +1mili value : 0
deriv1 : 0, val : -0.0540901, +1mili value : 0
deriv1 : -0.184932, val : -0.0621865, +1mili value : -0.17905
deriv1 : 0.35009, val : 0.0415332, +1mili value : 0.341726
deriv1 : 0.374894, val : 0.0415332, +1mili value : 0.339552
deriv1 : 0.249926, val : 0.0415332, +1mili value : 0.238037
deriv1 : 0.249926, val : 0.0415332, +1mili value : 0.238037
deriv1 : 0.249926, val : 0.0415332, +1mili value : 0.238037
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : 0.00181923, +1mili value : 0
deriv1 : 0, val : 0.00181923, +1mili value : 0
deriv1 : 0, val : 0.00181923, +1mili value : 0
deriv1 : -0.0600013, val : -0.0621865, +1mili value : -0.0571471
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : 0.0331645, +1mili value : 0
deriv1 : 0, val : 0.0331645, +1mili value : 0
deriv1 : 0, val : -0.0652996, +1mili value : 0
deriv1 : 0, val : -0.0652996, +1mili value : 0
deriv1 : 0, val : -0.0652996, +1mili value : 0
deriv1 : 0, val : -0.0652996, +1mili value : 0
deriv1 : 0.0149429, val : -0.0621865, +1mili value : 0.0144676
deriv1 : 0, val : -0.0621865, +1mili value : 0
deriv1 : 0, val : -0.0141604, +1mili value : 0
deriv1 : -0.11107, val : -0.0621865, +1mili value : -0.108417
deriv1 : 0, val : -0.0141604, +1mili value : 0
deriv1 : 0, val : 0.0856363, +1mili value : 0
deriv1 : 0, val : 0.0537635, +1mili value : -0.000422487
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0796714, +1mili value : -2.24383e-005
deriv1 : 0, val : 0.0796451, +1mili value : 0
deriv1 : 0, val : 0.0714713, +1mili value : 0
deriv1 : 0, val : 0.0714713, +1mili value : 0
deriv1 : 0, val : 0.0714713, +1mili value : 0
deriv1 : 0, val : 0.0714713, +1mili value : 0.0053173
deriv1 : 0, val : 0.059737, +1mili value : 0.000809328
deriv1 : 0.00646076, val : 0.0600655, +1mili value : 0.00650002
deriv1 : 0, val : 0.115378, +1mili value : 0
deriv1 : 0, val : 0.115378, +1mili value : 0.00726517
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.063309, +1mili value : 0
deriv1 : 0, val : 0.063309, +1mili value : 0
deriv1 : 0, val : 0.063309, +1mili value : -0.000138379
deriv1 : -0.00541177, val : 0.0627212, +1mili value : -0.00540474
deriv1 : -0.00649116, val : 0.054034, +1mili value : -0.00638768
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0.348522, val : 0.0936875, +1mili value : 0.35559
deriv1 : 0.348895, val : -0.00830831, +1mili value : 0.332298
deriv1 : 0, val : -0.0228557, +1mili value : 0
deriv1 : 0, val : -0.0228557, +1mili value : 0
deriv1 : 0, val : -0.0228557, +1mili value : 0
deriv1 : 0, val : -0.0228557, +1mili value : 0
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0831651, +1mili value : 0
deriv1 : 0, val : 0.0831651, +1mili value : 0
deriv1 : 0, val : 0.0831651, +1mili value : 0
deriv1 : 0, val : 0.0831651, +1mili value : 0
deriv1 : -0.070564, val : 0.0537635, +1mili value : -0.0692141
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0831651, +1mili value : 0
deriv1 : 0, val : 0.0831651, +1mili value : 0
deriv1 : 0, val : 0.0831651, +1mili value : 0
deriv1 : 0, val : 0.0831651, +1mili value : 0
deriv1 : -0.070564, val : 0.0537635, +1mili value : -0.0692141
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0729697, +1mili value : 0
deriv1 : 0, val : 0.0729697, +1mili value : 0
deriv1 : 0, val : 0.0729697, +1mili value : 0
deriv1 : 0.039743, val : 0.0878733, +1mili value : 0.0389826
deriv1 : 0, val : 0.058955, +1mili value : 0
deriv1 : 0, val : 0.058955, +1mili value : 0
deriv1 : 0, val : 0.058955, +1mili value : 0
deriv1 : 0, val : 0.058955, +1mili value : 0
deriv1 : -0.00958425, val : 0.0544653, +1mili value : -0.00949241
deriv1 : 0, val : 0.0544653, +1mili value : -0.00015068
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0705876, +1mili value : 0
deriv1 : 0.000688928, val : 0.0928619, +1mili value : 0.000679872
deriv1 : 0, val : 0.0877812, +1mili value : -0.0215839
deriv1 : 0.0544204, val : 0.0537635, +1mili value : 0.0531202
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0483702, +1mili value : 0
deriv1 : -0.0128772, val : 0.0537635, +1mili value : -0.0124676
deriv1 : -0.285337, val : -0.0521441, +1mili value : -0.278519
deriv1 : 0.214396, val : -0.0521441, +1mili value : 0.194185
deriv1 : 0.142929, val : -0.0521441, +1mili value : 0.13613
deriv1 : 0.142929, val : -0.0521441, +1mili value : 0.13613
deriv1 : 0.142929, val : -0.0521441, +1mili value : 0.13613
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0869803, +1mili value : 0
deriv1 : 0, val : 0.0869803, +1mili value : 0
deriv1 : 0, val : 0.0869803, +1mili value : 0
deriv1 : -0.0311386, val : 0.0537635, +1mili value : -0.0296574
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.0617013, +1mili value : 0
deriv1 : 0, val : 0.0617013, +1mili value : 0
deriv1 : 0, val : 0.0756987, +1mili value : 0
deriv1 : 0, val : 0.0756987, +1mili value : 0
deriv1 : 0, val : 0.0756987, +1mili value : 0
deriv1 : 0, val : 0.0756987, +1mili value : 0
deriv1 : -0.10529, val : 0.0537635, +1mili value : -0.101941
deriv1 : 0, val : 0.0537635, +1mili value : 0
deriv1 : 0, val : 0.105632, +1mili value : 0
deriv1 : -0.118181, val : 0.0537635, +1mili value : -0.115357
deriv1 : 0, val : 0.105632, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 58.1794, +1mili value : 0
deriv1 : 0, val : 58.1794, +1mili value : 0
deriv1 : 0, val : 58.1794, +1mili value : 0
deriv1 : 0, val : 58.1794, +1mili value : 0
deriv1 : 0, val : 58.1794, +1mili value : 0
deriv1 : 0, val : 58.1794, +1mili value : 0
deriv1 : 0, val : 58.1794, +1mili value : 0
deriv1 : 0, val : -33.6759, +1mili value : 0
deriv1 : 0, val : -33.6759, +1mili value : 0
deriv1 : 0, val : 66.0994, +1mili value : 0
deriv1 : 0, val : 66.0994, +1mili value : 0
deriv1 : 0, val : 66.0994, +1mili value : 0
deriv1 : 0, val : 66.0994, +1mili value : 0
deriv1 : 0, val : 66.0994, +1mili value : 0
deriv1 : 0, val : 66.0994, +1mili value : 0
deriv1 : 0, val : 66.0994, +1mili value : 0
deriv1 : 0, val : 66.0994, +1mili value : 0
deriv1 : 0, val : 66.0994, +1mili value : 0
deriv1 : 0, val : 62.5004, +1mili value : 0
deriv1 : 0, val : 58.1794, +1mili value : 0
deriv1 : 0, val : 6.66536, +1mili value : 0
deriv1 : 0, val : 58.1794, +1mili value : 0
deriv1 : 0, val : 58.1794, +1mili value : 0
deriv1 : -519.487, val : -118.193, +1mili value : -494.776
deriv1 : 0, val : -157.399, +1mili value : 0
deriv1 : 0, val : -157.399, +1mili value : 0
deriv1 : 0, val : -157.399, +1mili value : 0
deriv1 : 0, val : -157.399, +1mili value : 0
deriv1 : 0, val : -31.6616, +1mili value : 0
deriv1 : 253.294, val : 58.1794, +1mili value : 248.448
deriv1 : 66.8749, val : 275.507, +1mili value : 63.6938
deriv1 : 0, val : -31.6616, +1mili value : 0
deriv1 : 253.294, val : 58.1794, +1mili value : 248.448
deriv1 : 0, val : -34.7584, +1mili value : 0
deriv1 : 0, val : -34.7584, +1mili value : 0
deriv1 : 0, val : -34.7584, +1mili value : 0
deriv1 : -139.483, val : -119.227, +1mili value : -136.814
deriv1 : 0, val : -119.227, +1mili value : 0
deriv1 : 0, val : -119.227, +1mili value : 0
deriv1 : 0, val : -10.2327, +1mili value : 0
deriv1 : 0, val : -10.2327, +1mili value : 0
deriv1 : 0, val : -10.2327, +1mili value : 0
deriv1 : 0, val : -10.2327, +1mili value : 0
deriv1 : 0, val : 58.1794, +1mili value : 0
deriv1 : 0, val : 83.8146, +1mili value : 0
deriv1 : -144.229, val : 58.1794, +1mili value : -140.783
deriv1 : 0, val : 58.1794, +1mili value : 0
deriv1 : 0, val : -32.3493, +1mili value : 0
deriv1 : 0, val : 58.1794, +1mili value : 0
deriv1 : 0, val : 58.1794, +1mili value : 0
deriv1 : 0, val : 58.1794, +1mili value : 0
deriv1 : 1729.7, val : 58.1794, +1mili value : 1674.68
deriv1 : 111.761, val : 133.281, +1mili value : 109.091
deriv1 : -230.171, val : 133.281, +1mili value : -208.472
deriv1 : -153.445, val : 133.281, +1mili value : -146.146
deriv1 : -153.445, val : 133.281, +1mili value : -146.146
deriv1 : -153.445, val : 133.281, +1mili value : -146.146
deriv1 : 0, val : 58.1794, +1mili value : 0
deriv1 : 0, val : 56.0062, +1mili value : 0
deriv1 : 0, val : 56.0062, +1mili value : 0
deriv1 : 0, val : 56.0062, +1mili value : 0
deriv1 : 2.03725, val : 58.1794, +1mili value : 1.94037
deriv1 : 0, val : -158.152, +1mili value : 0
deriv1 : 0, val : -158.152, +1mili value : 0
deriv1 : 0, val : 24.1412, +1mili value : 0
deriv1 : 0, val : 24.1412, +1mili value : 0
deriv1 : 0, val : 24.1412, +1mili value : 0
deriv1 : 0, val : 24.1412, +1mili value : 0
deriv1 : 163.384, val : 58.1794, +1mili value : 158.187
deriv1 : 0, val : 58.1794, +1mili value : 0
deriv1 : 0, val : -2.91506, +1mili value : 0
deriv1 : -730.265, val : 58.1794, +1mili value : -712.817
deriv1 : 0, val : -2.91506, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0451569, +1mili value : 0.000128583
deriv1 : 0.00246339, val : -0.045085, +1mili value : 0.00251616
deriv1 : 0.00356216, val : -0.0449516, +1mili value : 0.00357119
deriv1 : 0.00446575, val : -0.0447881, +1mili value : 0.00446185
deriv1 : 0.00544947, val : -0.0443934, +1mili value : 0.00555635
deriv1 : 0.00746793, val : -0.0441069, +1mili value : 0.00746913
deriv1 : 0.000172277, val : -0.0396942, +1mili value : 0.000169542
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.045085, +1mili value : 0.000285042
deriv1 : 0.00356216, val : -0.0449516, +1mili value : 0.00357119
deriv1 : 0.00446575, val : -0.0447881, +1mili value : 0.00446185
deriv1 : 0.00544947, val : -0.0443934, +1mili value : 0.00555635
deriv1 : 0.00746793, val : -0.0441069, +1mili value : 0.00746913
deriv1 : 0.000258413, val : -0.0396942, +1mili value : 0.000252266
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : -0.112359, val : -0.0648948, +1mili value : -0.107015
deriv1 : 0, val : -0.0401429, +1mili value : 0
deriv1 : 0, val : -0.0401429, +1mili value : 0
deriv1 : 0, val : -0.0401429, +1mili value : 0
deriv1 : 0, val : -0.0401429, +1mili value : 0
deriv1 : 0.0233507, val : -0.0242292, +1mili value : 0.0226448
deriv1 : 0.00631612, val : -0.0235805, +1mili value : 0.00619589
deriv1 : 0, val : -0.0234396, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0306643, +1mili value : 0
deriv1 : 0, val : -0.0306643, +1mili value : 0
deriv1 : 0, val : -0.0306643, +1mili value : 0
deriv1 : 0, val : -0.0306643, +1mili value : 0
deriv1 : -0.0216548, val : -0.0396871, +1mili value : -0.0212405
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0306643, +1mili value : 0
deriv1 : 0, val : -0.0306643, +1mili value : 0
deriv1 : 0, val : -0.0306643, +1mili value : 0
deriv1 : 0, val : -0.0306643, +1mili value : 0
deriv1 : -0.0216548, val : -0.0396871, +1mili value : -0.0212405
deriv1 : 0, val : -0.0288184, +1mili value : 0
deriv1 : 0.00549066, val : -0.0244716, +1mili value : 0.00545168
deriv1 : 0, val : -0.0239632, +1mili value : 0
deriv1 : 0, val : -0.0239632, +1mili value : 0
deriv1 : 0, val : -0.0239632, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0.0283813, val : -0.0325917, +1mili value : 0.0274786
deriv1 : 0, val : -0.0325917, +1mili value : 0
deriv1 : 0, val : -0.0325917, +1mili value : 0
deriv1 : 0, val : -0.0325917, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : -0.0491914, val : -0.0288184, +1mili value : -0.0482503
deriv1 : 0, val : -0.0288184, +1mili value : 0
deriv1 : 0, val : -0.0288184, +1mili value : 0
deriv1 : 0, val : -0.0288184, +1mili value : 0
deriv1 : 0.00359733, val : -0.0244716, +1mili value : 0.00358411
deriv1 : 0, val : -0.0239172, +1mili value : 0
deriv1 : 0, val : -0.0239172, +1mili value : 0
deriv1 : 0, val : -0.0239172, +1mili value : 0
deriv1 : 0, val : -0.0239172, +1mili value : 0
deriv1 : 0.0109344, val : -0.0396871, +1mili value : 0.0106731
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0425682, +1mili value : 0
deriv1 : 0, val : -0.0425682, +1mili value : 0
deriv1 : 0, val : -0.0562037, +1mili value : 0
deriv1 : 0, val : -0.0562037, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0396871, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0.179591, val : -0.0676941, +1mili value : 0.171049
deriv1 : 0, val : -0.0937212, +1mili value : 0
