deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : -0.0937212, +1mili value : 0
deriv1 : 0, val : -0.0937212, +1mili value : 0
deriv1 : 0, val : -0.0937212, +1mili value : 0
deriv1 : 0, val : -0.0676941, +1mili value : 2.70933e-005
deriv1 : -0.0214145, val : -0.0812336, +1mili value : -0.0207671
deriv1 : -0.0057924, val : -0.0818284, +1mili value : -0.00568225
deriv1 : 0, val : -0.0819577, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0647166, +1mili value : 0
deriv1 : 0, val : -0.0647166, +1mili value : 0
deriv1 : 0, val : -0.0647166, +1mili value : 0
deriv1 : 0, val : -0.0647166, +1mili value : 0
deriv1 : -0.00561799, val : -0.0670575, +1mili value : -0.00551046
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0647166, +1mili value : 0
deriv1 : 0, val : -0.0647166, +1mili value : 0
deriv1 : 0, val : -0.0647166, +1mili value : 0
deriv1 : 0, val : -0.0647166, +1mili value : 0
deriv1 : -0.00561799, val : -0.0670575, +1mili value : -0.00551046
deriv1 : 0, val : -0.0723212, +1mili value : 0
deriv1 : -0.0023924, val : -0.0742152, +1mili value : -0.00237546
deriv1 : 0, val : -0.0744367, +1mili value : 0
deriv1 : 0, val : -0.0744367, +1mili value : 0
deriv1 : 0, val : -0.0744367, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : -0.0842452, val : -0.0881188, +1mili value : -0.0815655
deriv1 : 0, val : -0.0881188, +1mili value : 0
deriv1 : 0, val : -0.0881188, +1mili value : 0
deriv1 : 0, val : -0.0881188, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0.025502, val : -0.0723212, +1mili value : 0.0250141
deriv1 : 0, val : -0.0723212, +1mili value : 0
deriv1 : 0, val : -0.0723212, +1mili value : 0
deriv1 : 0, val : -0.0723212, +1mili value : 0
deriv1 : -0.0107648, val : -0.0726049, +1mili value : -0.0112228
deriv1 : -0.00156742, val : -0.0742152, +1mili value : -0.00156166
deriv1 : 0, val : -0.0744567, +1mili value : 0
deriv1 : 0, val : -0.0744567, +1mili value : 0
deriv1 : 0, val : -0.0744567, +1mili value : 0
deriv1 : 0, val : -0.0744567, +1mili value : 0
deriv1 : 0.0664743, val : -0.0670575, +1mili value : 0.0648861
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.087161, +1mili value : 0
deriv1 : 0, val : -0.087161, +1mili value : 0
deriv1 : 0, val : -0.0821612, +1mili value : 0
deriv1 : 0, val : -0.0821612, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : -0.0670575, +1mili value : 0
deriv1 : 0, val : 0.0116732, +1mili value : 0
deriv1 : 0, val : 0.0116732, +1mili value : 0
deriv1 : 0, val : 0.0116732, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 73.6645, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 64.1981, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 25.596, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 835.932, val : 34.7027, +1mili value : 796.169
deriv1 : 0, val : 59.9027, +1mili value : 0
deriv1 : 0, val : 59.9027, +1mili value : 0
deriv1 : 0, val : 59.9027, +1mili value : 0
deriv1 : 0, val : 59.9027, +1mili value : 0
deriv1 : 0, val : 62.1714, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 190.902, +1mili value : 0
deriv1 : -568.47, val : 3.47622, +1mili value : -557.595
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 190.902, +1mili value : 0
deriv1 : -568.47, val : 3.47622, +1mili value : -557.595
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 62.9138, +1mili value : 0
deriv1 : 0, val : 62.9138, +1mili value : 0
deriv1 : 0, val : 62.9138, +1mili value : 0
deriv1 : 236.419, val : 117.862, +1mili value : 231.896
deriv1 : 0, val : 117.862, +1mili value : 0
deriv1 : 0, val : 117.862, +1mili value : 0
deriv1 : 0, val : 48.1644, +1mili value : 0
deriv1 : 0, val : 48.1644, +1mili value : 0
deriv1 : 0, val : 48.1644, +1mili value : 0
deriv1 : 0, val : 48.1644, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : -2.01102, val : 8.39707, +1mili value : -1.91535
deriv1 : 0, val : 8.39707, +1mili value : 0
deriv1 : 0, val : -22.5009, +1mili value : 0
deriv1 : -155.375, val : 3.47622, +1mili value : -151.662
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 60.2384, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 67.1282, +1mili value : 0
deriv1 : 0, val : 67.1282, +1mili value : 0
deriv1 : -109.345, val : 3.47622, +1mili value : -105.866
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 37.7228, +1mili value : 0
deriv1 : 0, val : 37.7228, +1mili value : 0
deriv1 : 0, val : 37.7228, +1mili value : 0
deriv1 : -32.104, val : 3.47622, +1mili value : -30.5769
deriv1 : 0, val : 30.235, +1mili value : 0
deriv1 : 0, val : 30.235, +1mili value : 0
deriv1 : 0, val : 60.293, +1mili value : 0
deriv1 : 0, val : 60.293, +1mili value : 0
deriv1 : 0, val : -27.4203, +1mili value : 0
deriv1 : 0, val : -27.4203, +1mili value : 0
deriv1 : 0, val : -27.4203, +1mili value : 0
deriv1 : 0, val : -27.4203, +1mili value : 0
deriv1 : 148.304, val : 3.47622, +1mili value : 143.587
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 97.2548, +1mili value : 0
deriv1 : 40.4748, val : 3.47622, +1mili value : 39.5077
deriv1 : 0, val : 3.47622, +1mili value : 0
deriv1 : 0, val : 97.2548, +1mili value : 0
deriv1 : 0, val : -0.000912346, +1mili value : 0
deriv1 : 0, val : -0.000912346, +1mili value : 0
deriv1 : 0, val : -0.00511581, +1mili value : 0
deriv1 : 0, val : -0.000912346, +1mili value : 0
deriv1 : 0, val : -0.000912346, +1mili value : 0
deriv1 : 0, val : -0.000912346, +1mili value : 0
deriv1 : 0, val : -0.000912346, +1mili value : 0
deriv1 : 0, val : -0.000912346, +1mili value : 0
deriv1 : 0, val : -0.000912346, +1mili value : 0
deriv1 : 0, val : -0.0465297, +1mili value : 0
deriv1 : 0, val : -0.0465297, +1mili value : 0
deriv1 : 0, val : -0.0551539, +1mili value : 0
deriv1 : 0, val : -0.0465297, +1mili value : 0
deriv1 : 0, val : -0.0465297, +1mili value : 0
deriv1 : 0, val : -0.0465297, +1mili value : 0
deriv1 : 0, val : -0.0465297, +1mili value : 0
deriv1 : 0, val : -0.0465297, +1mili value : 0
deriv1 : 0, val : -0.0465297, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 21.6806, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0.030302, +1mili value : -3.57954e-005
deriv1 : 0, val : 0.0300418, +1mili value : 1.82881e-005
deriv1 : 0, val : 0.030302, +1mili value : 0
deriv1 : 0, val : 0.030302, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0558283, +1mili value : 0
deriv1 : 0, val : 0.0558283, +1mili value : 0
deriv1 : 0, val : 0.0558283, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0697156, +1mili value : -3.07e-005
deriv1 : 0, val : 0.0696796, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : -0.00856124, val : 0.0676421, +1mili value : -0.00815507
deriv1 : 0, val : 0.0675232, +1mili value : 0
deriv1 : 0, val : 0.0675232, +1mili value : -0.000845634
deriv1 : -0.00675054, val : 0.0671799, +1mili value : -0.00679172
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0720334, +1mili value : -6.02549e-006
deriv1 : -0.000489761, val : 0.0719973, +1mili value : -0.00047807
deriv1 : 0.003775, val : 0.0741623, +1mili value : 0.00369478
deriv1 : 0.00194152, val : 0.0743324, +1mili value : 0.00194963
deriv1 : 0.00116096, val : 0.074405, +1mili value : 0.00116074
deriv1 : 0.00101188, val : 0.0748161, +1mili value : 0.000964138
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0.003775, val : 0.0741623, +1mili value : 0.00369478
deriv1 : 0.00194152, val : 0.0743324, +1mili value : 0.00194963
deriv1 : 0.00116096, val : 0.074405, +1mili value : 0.00116074
deriv1 : 0.00101188, val : 0.0748161, +1mili value : 0.000964138
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0.453891, val : 0.038018, +1mili value : 0.4323
deriv1 : 0, val : 0.038206, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.117555, +1mili value : 0
deriv1 : 0, val : 0.117555, +1mili value : 0
deriv1 : 0, val : 0.117555, +1mili value : 0
deriv1 : 0, val : 0.117555, +1mili value : 0
deriv1 : -0.185355, val : 0.0552626, +1mili value : -0.181809
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : -0.0302537, val : 0.081255, +1mili value : -0.0288146
deriv1 : 0, val : 0.117555, +1mili value : 0
deriv1 : 0, val : 0.117555, +1mili value : 0
deriv1 : 0, val : 0.117555, +1mili value : 0
deriv1 : 0, val : 0.117555, +1mili value : 0
deriv1 : -0.185355, val : 0.0552626, +1mili value : -0.181809
deriv1 : 0, val : 0.0579905, +1mili value : 0
deriv1 : 0, val : 0.0579905, +1mili value : 0
deriv1 : 0, val : 0.0579905, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0.0154975, val : 0.0617198, +1mili value : 0.0152503
deriv1 : 0, val : 0.0617198, +1mili value : 0
deriv1 : -0.540149, val : 0.0545697, +1mili value : -0.529816
deriv1 : 0, val : 0.057573, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : -0.00772957, val : 0.122132, +1mili value : -0.00766191
deriv1 : -0.00220265, val : 0.121719, +1mili value : -0.00215008
deriv1 : 0, val : 0.0761451, +1mili value : 0
deriv1 : 0.000493569, val : 0.0598245, +1mili value : 0.00119208
deriv1 : 0, val : 0.0577404, +1mili value : -0.0153467
deriv1 : 0.115782, val : 0.0552626, +1mili value : 0.113016
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.056779, +1mili value : 0
deriv1 : 0, val : 0.056779, +1mili value : 0
deriv1 : 0.010446, val : 0.0552626, +1mili value : 0.0101138
deriv1 : -0.0822209, val : 0.0353832, +1mili value : -0.0802564
deriv1 : 0.905593, val : 0.0353832, +1mili value : 0.820221
deriv1 : 0.603719, val : 0.0353832, +1mili value : 0.575001
deriv1 : 0.603719, val : 0.0353832, +1mili value : 0.575001
deriv1 : 0.603719, val : 0.0353832, +1mili value : 0.575001
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : -0.0047406
deriv1 : 0, val : 0.0510716, +1mili value : 0
deriv1 : 0, val : 0.0510716, +1mili value : 0
deriv1 : 0, val : 0.0510716, +1mili value : 0
deriv1 : 0, val : 0.0510716, +1mili value : 0
deriv1 : 0.0125723, val : 0.0552626, +1mili value : 0.0119743
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.064723, +1mili value : 0
deriv1 : 0, val : 0.064723, +1mili value : 0
deriv1 : 0, val : 0.064723, +1mili value : 0
deriv1 : 0, val : 0.064723, +1mili value : 0
deriv1 : -0.0454102, val : 0.0552626, +1mili value : -0.0439657
deriv1 : 0, val : 0.0552626, +1mili value : 0
deriv1 : 0, val : 0.0813086, +1mili value : 0
deriv1 : -0.466853, val : 0.0552626, +1mili value : -0.455699
deriv1 : 0, val : 0.0813086, +1mili value : 0
deriv1 : 0, val : 0.0746881, +1mili value : 0
deriv1 : 0, val : 0.0746881, +1mili value : 0
deriv1 : 0, val : 0.0793552, +1mili value : 4.82558e-005
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.114448, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0758187, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0541985, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0.00557136, val : 0.100225, +1mili value : 0.00543824
deriv1 : -0.0150209, val : 0.0923274, +1mili value : -0.0147012
deriv1 : -0.0077672, val : 0.0916504, +1mili value : -0.00780627
deriv1 : -0.0047576, val : 0.0913565, +1mili value : -0.00475671
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : -0.0150209, val : 0.0923274, +1mili value : -0.0147012
deriv1 : -0.0077672, val : 0.0916504, +1mili value : -0.00780627
deriv1 : -0.0047576, val : 0.0913565, +1mili value : -0.00475671
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0.920127, val : 0.22393, +1mili value : 0.876358
deriv1 : 0, val : 0.08167, +1mili value : 0
deriv1 : 0, val : 0.08167, +1mili value : 0
deriv1 : 0, val : 0.08167, +1mili value : -6.44363e-005
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0651113, +1mili value : 0
deriv1 : 0, val : 0.0651113, +1mili value : 0
deriv1 : 0, val : 0.0651113, +1mili value : 0
deriv1 : 0, val : 0.0651113, +1mili value : 0
deriv1 : -0.0300478, val : 0.0813699, +1mili value : -0.029473
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0.0756333, val : 0.363391, +1mili value : 0.0720352
deriv1 : 0, val : 0.0651113, +1mili value : 0
deriv1 : 0, val : 0.0651113, +1mili value : 0
deriv1 : 0, val : 0.0651113, +1mili value : 0
deriv1 : 0, val : 0.0651113, +1mili value : 0
deriv1 : -0.0300478, val : 0.0813699, +1mili value : -0.029473
deriv1 : 0, val : 0.0976816, +1mili value : 0
deriv1 : 0, val : 0.0976816, +1mili value : 0
deriv1 : 0, val : 0.0976816, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : -0.096479, val : 0.0411705, +1mili value : -0.09494
deriv1 : 0, val : 0.0411705, +1mili value : 0
deriv1 : -0.303524, val : -0.00881388, +1mili value : -0.297717
deriv1 : 0, val : 0.0257116, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : -0.00120736, val : 0.0769778, +1mili value : -0.00119669
deriv1 : -0.000344067, val : 0.0769134, +1mili value : -0.000335918
deriv1 : 0, val : 0.0678903, +1mili value : 0
deriv1 : -0.00104588, val : 0.0968566, +1mili value : -0.00115792
deriv1 : 0, val : 0.0965689, +1mili value : 0.000270311
deriv1 : 0, val : 0.0979341, +1mili value : -0.0172905
deriv1 : 0.00424936, val : 0.0813699, +1mili value : 0.0041479
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0.00878192, val : 0.0897859, +1mili value : 0.00873362
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0497667, +1mili value : 0
deriv1 : 0, val : 0.0497667, +1mili value : 0
deriv1 : 0.17815, val : 0.0813699, +1mili value : 0.172484
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0.0905108, val : 0.115497, +1mili value : 0.0883484
deriv1 : -0.0424968, val : 0.115497, +1mili value : -0.0384906
deriv1 : -0.0283308, val : 0.115497, +1mili value : -0.0269832
deriv1 : -0.0283308, val : 0.115497, +1mili value : -0.0269832
deriv1 : -0.0283308, val : 0.115497, +1mili value : -0.0269832
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : -0.0245894
deriv1 : 0, val : 0.0596313, +1mili value : 0
deriv1 : 0, val : 0.0596313, +1mili value : 0
deriv1 : 0, val : 0.0596313, +1mili value : 0
deriv1 : 0, val : 0.0596313, +1mili value : 0
deriv1 : 0.0652123, val : 0.0813699, +1mili value : 0.0621103
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0275246, +1mili value : 0
deriv1 : 0, val : 0.0275246, +1mili value : 0
deriv1 : 0, val : 0.0275246, +1mili value : 0
deriv1 : 0, val : 0.0275246, +1mili value : 0
deriv1 : 0.258459, val : 0.0813699, +1mili value : 0.250238
deriv1 : 0, val : 0.0813699, +1mili value : 0
deriv1 : 0, val : 0.0734258, +1mili value : 0
deriv1 : -0.345037, val : 0.0813699, +1mili value : -0.336794
deriv1 : 0, val : 0.0734258, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : -0.264122, +1mili value : 0
deriv1 : 0, val : -0.264122, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 38.0249, +1mili value : 0
deriv1 : 0, val : 55.1324, +1mili value : 0
deriv1 : 0, val : 66.901, +1mili value : 0
deriv1 : 0, val : 66.901, +1mili value : 0
deriv1 : 0, val : 66.901, +1mili value : 0
deriv1 : 0, val : 66.901, +1mili value : 0
deriv1 : 447.675, val : 110.952, +1mili value : 426.38
deriv1 : 0, val : 60.8801, +1mili value : 0
deriv1 : 0, val : 75.9824, +1mili value : 0
deriv1 : -362.907, val : 66.901, +1mili value : -355.965
deriv1 : 0, val : 75.9824, +1mili value : 0
deriv1 : -362.907, val : 66.901, +1mili value : -355.965
deriv1 : 0, val : 23.7419, +1mili value : 0
deriv1 : 41.5543, val : 60.4552, +1mili value : 40.8914
deriv1 : 0, val : 60.4552, +1mili value : 0
deriv1 : -307.558, val : 15.6337, +1mili value : -301.674
deriv1 : 0, val : 66.901, +1mili value : 0
deriv1 : 0, val : 58.7119, +1mili value : 0
deriv1 : 0, val : 66.901, +1mili value : 0
deriv1 : 0, val : 66.901, +1mili value : 0
deriv1 : 0, val : 66.901, +1mili value : 0
deriv1 : 0, val : 66.901, +1mili value : 0
deriv1 : -3.66723, val : 66.901, +1mili value : -3.55059
deriv1 : 0, val : 66.901, +1mili value : 0
deriv1 : -672.007, val : -10.5027, +1mili value : -655.952
deriv1 : 0, val : -10.5027, +1mili value : 0
deriv1 : 0, val : -10.5027, +1mili value : 0
deriv1 : 0, val : -10.5027, +1mili value : 0
deriv1 : 0, val : -4.2651, +1mili value : 0
deriv1 : 0, val : -4.2651, +1mili value : 0
deriv1 : 0, val : -4.2651, +1mili value : 0
deriv1 : 0, val : -4.2651, +1mili value : 0
deriv1 : 341.599, val : 66.901, +1mili value : 330.734
deriv1 : 0, val : 66.901, +1mili value : 0
deriv1 : 0, val : 76.3192, +1mili value : 0
deriv1 : -475.926, val : 66.901, +1mili value : -464.555
deriv1 : 0, val : 76.3192, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.017226, +1mili value : 3.12712e-005
deriv1 : 0, val : 0.0195459, +1mili value : 0.000338421
deriv1 : 0.00205679, val : 0.0196744, +1mili value : 0.00206868
deriv1 : 0, val : 0.019803, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : -0.0376398, val : 0.0314581, +1mili value : -0.0369683
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : -0.00796321, val : 0.00906481, +1mili value : -0.00775071
deriv1 : -0.000955866, val : 0.0088436, +1mili value : -0.000933035
deriv1 : 0, val : 0.0088436, +1mili value : -9.01108e-006
deriv1 : 0, val : 0.00846739, +1mili value : 9.52853e-005
deriv1 : 0.00120572, val : 0.00851218, +1mili value : 0.0012557
deriv1 : 0.000522943, val : 0.00856787, +1mili value : 0.000507179
deriv1 : 0.000139009, val : 0.00858239, +1mili value : 0.000133264
deriv1 : 4.8644e-005, val : 0.00858524, +1mili value : 4.86048e-005
deriv1 : 4.95939e-005, val : 0.00860266, +1mili value : 4.83481e-005
deriv1 : 0.000144909, val : 0.00860797, +1mili value : 0.000146506
deriv1 : 0.000603448, val : 0.00862078, +1mili value : 0.00064196
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0112714, +1mili value : 0
deriv1 : 0, val : 0.00846739, +1mili value : 9.52853e-005
deriv1 : 0.00120572, val : 0.00851218, +1mili value : 0.0012557
deriv1 : 0.000522943, val : 0.00856787, +1mili value : 0.000507179
deriv1 : 0.000139009, val : 0.00858239, +1mili value : 0.000133264
deriv1 : 4.8644e-005, val : 0.00858524, +1mili value : 4.86048e-005
deriv1 : 4.95939e-005, val : 0.00860266, +1mili value : 4.83481e-005
deriv1 : 0.000144909, val : 0.00860797, +1mili value : 0.000146506
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : -0.102181, val : 0.0383055, +1mili value : -0.0973201
deriv1 : 0, val : 0.0183994, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : -7.26393e-005
deriv1 : 0, val : 0.0282237, +1mili value : 0
deriv1 : 0, val : 0.0282237, +1mili value : 0
deriv1 : 0, val : 0.0282237, +1mili value : 0
deriv1 : 0, val : 0.0282237, +1mili value : 0
deriv1 : -0.00592868, val : 0.0257535, +1mili value : -0.00581525
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : -7.26393e-005
deriv1 : -0.000374699, val : 0.0253944, +1mili value : -0.000372631
deriv1 : 0, val : 0.0282237, +1mili value : 0
deriv1 : 0, val : 0.0282237, +1mili value : 0
deriv1 : 0, val : 0.0282237, +1mili value : 0
deriv1 : 0, val : 0.0282237, +1mili value : 0
deriv1 : -0.00592868, val : 0.0257535, +1mili value : -0.00581525
deriv1 : 0.00841677, val : 0.0100502, +1mili value : 0.00835701
deriv1 : 0, val : 0.0108295, +1mili value : 0
deriv1 : 0, val : 0.0108295, +1mili value : 0
deriv1 : 0, val : 0.0108295, +1mili value : 0
deriv1 : -0.0594523, val : -0.00322834, +1mili value : -0.0585039
deriv1 : 0, val : -0.00322834, +1mili value : 0
deriv1 : 0, val : -0.00322834, +1mili value : 0
deriv1 : 0, val : -0.00322834, +1mili value : 0
deriv1 : 0.226693, val : -0.00322834, +1mili value : 0.222356
